"dose","param","type","country","value"
"DTP2","Shape","Source","Burundi","2010_DHS6"
"DTP3","Shift","Mid","Burundi","0"
"DTP3","Shift","Low","Burundi","0"
"DTP3","Shift","High","Burundi","0"
"DTP3","Shift","Source","Burundi","WHO schedules database"
"DTP3","Scale","Mid","Burundi","18.38844299"
"DTP3","Scale","Low","Burundi","16.1884286"
"DTP3","Scale","High","Burundi","20.88744028"
"DTP3","Scale","Source","Burundi","2010_DHS6"
"DTP3","Shape","Mid","Burundi","8.621593475"
"DTP3","Shape","Low","Burundi","8.621593475"
"DTP3","Shape","High","Burundi","8.621593475"
"DTP3","Shape","Source","Burundi","2010_DHS6"
"DTP1","Shift","Mid","Cabo Verde","0"
"DTP1","Shift","Low","Cabo Verde","0"
"DTP1","Shift","High","Cabo Verde","0"
"DTP1","Shift","Source","Cabo Verde","WHO schedules database"
"DTP1","Scale","Mid","Cabo Verde","10.4702934"
"DTP1","Scale","Low","Cabo Verde","8.925432068"
"DTP1","Scale","High","Cabo Verde","13.59504236"
"DTP1","Scale","Source","Cabo Verde","2m schedule (n=23)"
"DTP1","Shape","Mid","Cabo Verde","5.757823944"
"DTP1","Shape","Low","Cabo Verde","5.757823944"
"DTP1","Shape","High","Cabo Verde","5.757823944"
"DTP1","Shape","Source","Cabo Verde","2m schedule (n=23)"
"DTP2","Shift","Mid","Cabo Verde","0"
"DTP2","Shift","Low","Cabo Verde","0"
"DTP2","Shift","High","Cabo Verde","0"
"DTP2","Shift","Source","Cabo Verde","WHO schedules database"
"DTP2","Scale","Mid","Cabo Verde","20.06838989"
"DTP2","Scale","Low","Cabo Verde","17.76549891"
"DTP2","Scale","High","Cabo Verde","23.65967542"
"DTP2","Scale","Source","Cabo Verde","4m schedule (n=17)"
"DTP2","Shape","Mid","Cabo Verde","7.156065941"
"DTP2","Shape","Low","Cabo Verde","7.156065941"
"DTP2","Shape","High","Cabo Verde","7.156065941"
"DTP2","Shape","Source","Cabo Verde","4m schedule (n=17)"
"DTP3","Shift","Mid","Cabo Verde","0"
"DTP3","Shift","Low","Cabo Verde","0"
"DTP3","Shift","High","Cabo Verde","0"
"DTP3","Shift","Source","Cabo Verde","WHO schedules database"
"DTP3","Scale","Mid","Cabo Verde","29.54562926"
"DTP3","Scale","Low","Cabo Verde","26.24583081"
"DTP3","Scale","High","Cabo Verde","34.25329411"
"DTP3","Scale","Source","Cabo Verde","6m schedule (n=17)"
"DTP3","Shape","Mid","Cabo Verde","8.138547838"
"DTP3","Shape","Low","Cabo Verde","8.138547838"
"DTP3","Shape","High","Cabo Verde","8.138547838"
"DTP3","Shape","Source","Cabo Verde","6m schedule (n=17)"
"DTP1","Shift","Mid","Cambodia","0"
"DTP1","Shift","Low","Cambodia","0"
"DTP1","Shift","High","Cambodia","0"
"DTP1","Shift","Source","Cambodia","WHO schedules database"
"DTP1","Scale","Mid","Cambodia","7.745468378"
"DTP1","Scale","Low","Cambodia","6.49723759"
"DTP1","Scale","High","Cambodia","9.233505712"
"DTP1","Scale","Source","Cambodia","2014_DHS7"
"DTP1","Shape","Mid","Cambodia","6.251675844"
"DTP1","Shape","Low","Cambodia","6.251675844"
"DTP1","Shape","High","Cambodia","6.251675844"
"DTP1","Shape","Source","Cambodia","2014_DHS7"
"DTP2","Shift","Mid","Cambodia","0"
"DTP2","Shift","Low","Cambodia","0"
"DTP2","Shift","High","Cambodia","0"
"DTP2","Shift","Source","Cambodia","WHO schedules database"
"DTP2","Scale","Mid","Cambodia","13.25200272"
"DTP2","Scale","Low","Cambodia","11.17261975"
"DTP2","Scale","High","Cambodia","15.71838834"
"DTP2","Scale","Source","Cambodia","2014_DHS7"
"DTP2","Shape","Mid","Cambodia","6.436581612"
"DTP2","Shape","Low","Cambodia","6.436581612"
"DTP2","Shape","High","Cambodia","6.436581612"
"DTP2","Shape","Source","Cambodia","2014_DHS7"
"DTP3","Shift","Mid","Cambodia","0"
"DTP3","Shift","Low","Cambodia","0"
"DTP3","Shift","High","Cambodia","0"
"DTP3","Shift","Source","Cambodia","WHO schedules database"
"DTP3","Scale","Mid","Cambodia","18.35274601"
"DTP3","Scale","Low","Cambodia","15.51847135"
"DTP3","Scale","High","Cambodia","21.70466913"
"DTP3","Scale","Source","Cambodia","2014_DHS7"
"DTP3","Shape","Mid","Cambodia","6.549175024"
"DTP3","Shape","Low","Cambodia","6.549175024"
"DTP3","Shape","High","Cambodia","6.549175024"
"DTP3","Shape","Source","Cambodia","2014_DHS7"
"DTP1","Shift","Mid","Cameroon","0"
"DTP1","Shift","Low","Cameroon","0"
"DTP1","Shift","High","Cameroon","0"
"DTP1","Shift","Source","Cameroon","WHO schedules database"
"DTP1","Scale","Mid","Cameroon","8.388343811"
"DTP1","Scale","Low","Cameroon","6.350487824"
"DTP1","Scale","High","Cameroon","11.08014279"
"DTP1","Scale","Source","Cameroon","2011_DHS6"
"DTP1","Shape","Mid","Cameroon","3.94742012"
"DTP1","Shape","Low","Cameroon","3.94742012"
"DTP1","Shape","High","Cameroon","3.94742012"
"DTP1","Shape","Source","Cameroon","2011_DHS6"
"DTP2","Shift","Mid","Cameroon","0"
"DTP2","Shift","Low","Cameroon","0"
"DTP2","Shift","High","Cameroon","0"
"DTP2","Shift","Source","Cameroon","WHO schedules database"
"DTP2","Scale","Mid","Cameroon","13.39231873"
"DTP2","Scale","Low","Cameroon","10.95273544"
"DTP2","Scale","High","Cameroon","16.37528833"
"DTP2","Scale","Source","Cameroon","2011_DHS6"
"DTP2","Shape","Mid","Cameroon","5.463230133"
"DTP2","Shape","Low","Cameroon","5.463230133"
"DTP2","Shape","High","Cameroon","5.463230133"
"DTP2","Shape","Source","Cameroon","2011_DHS6"
"DTP3","Shift","Mid","Cameroon","0"
"DTP3","Shift","Low","Cameroon","0"
"DTP3","Shift","High","Cameroon","0"
"DTP3","Shift","Source","Cameroon","WHO schedules database"
"DTP3","Scale","Mid","Cameroon","18.99497592"
"DTP3","Scale","Low","Cameroon","15.53175033"
"DTP3","Scale","High","Cameroon","23.23042173"
"DTP3","Scale","Source","Cameroon","2011_DHS6"
"DTP3","Shape","Mid","Cameroon","5.457907557"
"DTP3","Shape","Low","Cameroon","5.457907557"
"DTP3","Shape","High","Cameroon","5.457907557"
"DTP3","Shape","Source","Cameroon","2011_DHS6"
"DTP1","Shift","Mid","Central African Republic","0"
"DTP1","Shift","Low","Central African Republic","0"
"DTP1","Shift","High","Central African Republic","0"
"DTP1","Shift","Source","Central African Republic","WHO schedules database"
"DTP1","Scale","Mid","Central African Republic","9.711533017"
"DTP1","Scale","Low","Central African Republic","6.678352028"
"DTP1","Scale","High","Central African Republic","14.12232736"
"DTP1","Scale","Source","Central African Republic","2010_MICS4"
"DTP1","Shape","Mid","Central African Republic","2.933991544"
"DTP1","Shape","Low","Central African Republic","2.933991544"
"DTP1","Shape","High","Central African Republic","2.933991544"
"DTP1","Shape","Source","Central African Republic","2010_MICS4"
"DTP2","Shift","Mid","Central African Republic","0"
"DTP2","Shift","Low","Central African Republic","0"
"DTP2","Shift","High","Central African Republic","0"
"DTP2","Shift","Source","Central African Republic","WHO schedules database"
"DTP2","Scale","Mid","Central African Republic","16.73441213"
"DTP2","Scale","Low","Central African Republic","12.3848975"
"DTP2","Scale","High","Central African Republic","22.61145476"
"DTP2","Scale","Source","Central African Republic","2010_MICS4"
"DTP2","Shape","Mid","Central African Republic","3.650003016"
"DTP2","Shape","Low","Central African Republic","3.650003016"
"DTP2","Shape","High","Central African Republic","3.650003016"
"DTP2","Shape","Source","Central African Republic","2010_MICS4"
"DTP3","Shift","Mid","Central African Republic","0"
"DTP3","Shift","Low","Central African Republic","0"
"DTP3","Shift","High","Central African Republic","0"
"DTP3","Shift","Source","Central African Republic","WHO schedules database"
"DTP3","Scale","Mid","Central African Republic","24.68189188"
"DTP3","Scale","Low","Central African Republic","18.36886553"
"DTP3","Scale","High","Central African Republic","33.16458415"
"DTP3","Scale","Source","Central African Republic","2010_MICS4"
"DTP3","Shape","Mid","Central African Republic","3.718906619"
"DTP3","Shape","Low","Central African Republic","3.718906619"
"DTP3","Shape","High","Central African Republic","3.718906619"
"DTP3","Shape","Source","Central African Republic","2010_MICS4"
"DTP1","Shift","Mid","Chad","0"
"DTP1","Shift","Low","Chad","0"
"DTP1","Shift","High","Chad","0"
"DTP1","Shift","Source","Chad","WHO schedules database"
"DTP1","Scale","Mid","Chad","13.08015054"
"DTP1","Scale","Low","Chad","7.023015251"
"DTP1","Scale","High","Chad","24.36137929"
"DTP1","Scale","Source","Chad","2010_MICS4"
"DTP1","Shape","Mid","Chad","1.7665326"
"DTP1","Shape","Low","Chad","1.7665326"
"DTP1","Shape","High","Chad","1.7665326"
"DTP1","Shape","Source","Chad","2010_MICS4"
"DTP2","Shift","Mid","Chad","0"
"DTP2","Shift","Low","Chad","0"
"DTP2","Shift","High","Chad","0"
"DTP2","Shift","Source","Chad","WHO schedules database"
"DTP2","Scale","Mid","Chad","22.42255688"
"DTP2","Scale","Low","Chad","14.17626058"
"DTP2","Scale","High","Chad","35.46570368"
"DTP2","Scale","Source","Chad","2010_MICS4"
"DTP2","Shape","Mid","Chad","2.396107852"
"DTP2","Shape","Low","Chad","2.396107852"
"DTP2","Shape","High","Chad","2.396107852"
"DTP2","Shape","Source","Chad","2010_MICS4"
"DTP3","Shift","Mid","Chad","0"
"DTP3","Shift","Low","Chad","0"
"DTP3","Shift","High","Chad","0"
"DTP3","Shift","Source","Chad","WHO schedules database"
"DTP3","Scale","Mid","Chad","28.10132873"
"DTP3","Scale","Low","Chad","19.38288379"
"DTP3","Scale","High","Chad","40.74134091"
"DTP3","Scale","Source","Chad","2010_MICS4"
"DTP3","Shape","Mid","Chad","2.957819104"
"DTP3","Shape","Low","Chad","2.957819104"
"DTP3","Shape","High","Chad","2.957819104"
"DTP3","Shape","Source","Chad","2010_MICS4"
"DTP1","Shift","Mid","China","4.3"
"DTP1","Shift","Low","China","4.3"
"DTP1","Shift","High","China","4.3"
"DTP1","Shift","Source","China","WHO schedules database"
"DTP1","Scale","Mid","China","10.4702934"
"DTP1","Scale","Low","China","8.925432068"
"DTP1","Scale","High","China","13.59504236"
"DTP1","Scale","Source","China","2m schedule (n=23)"
"DTP1","Shape","Mid","China","5.757823944"
"DTP1","Shape","Low","China","5.757823944"
"DTP1","Shape","High","China","5.757823944"
"DTP1","Shape","Source","China","2m schedule (n=23)"
"DTP2","Shift","Mid","China","0"
"DTP2","Shift","Low","China","0"
"DTP2","Shift","High","China","0"
"DTP2","Shift","Source","China","WHO schedules database"
"DTP2","Scale","Mid","China","20.06838989"
"DTP2","Scale","Low","China","17.76549891"
"DTP2","Scale","High","China","23.65967542"
"DTP2","Scale","Source","China","4m schedule (n=17)"
"DTP2","Shape","Mid","China","7.156065941"
"DTP2","Shape","Low","China","7.156065941"
"DTP2","Shape","High","China","7.156065941"
"DTP2","Shape","Source","China","4m schedule (n=17)"
"DTP3","Shift","Mid","China","-4.333333333"
"DTP3","Shift","Low","China","-4.333333333"
"DTP3","Shift","High","China","-4.333333333"
"DTP3","Shift","Source","China","WHO schedules database"
"DTP3","Scale","Mid","China","29.54562926"
"DTP3","Scale","Low","China","26.24583081"
"DTP3","Scale","High","China","34.25329411"
"DTP3","Scale","Source","China","6m schedule (n=17)"
"DTP3","Shape","Mid","China","8.138547838"
"DTP3","Shape","Low","China","8.138547838"
"DTP3","Shape","High","China","8.138547838"
"DTP3","Shape","Source","China","6m schedule (n=17)"
"DTP1","Shift","Mid","Colombia","0"
"DTP1","Shift","Low","Colombia","0"
"DTP1","Shift","High","Colombia","0"
"DTP1","Shift","Source","Colombia","WHO schedules database"
"DTP1","Scale","Mid","Colombia","10.37240601"
"DTP1","Scale","Low","Colombia","8.57066759"
"DTP1","Scale","High","Colombia","12.55290854"
"DTP1","Scale","Source","Colombia","2010_DHS6"
"DTP1","Shape","Mid","Colombia","5.757823944"
"DTP1","Shape","Low","Colombia","5.757823944"
"DTP1","Shape","High","Colombia","5.757823944"
"DTP1","Shape","Source","Colombia","2010_DHS6"
"DTP2","Shift","Mid","Colombia","0"
"DTP2","Shift","Low","Colombia","0"
"DTP2","Shift","High","Colombia","0"
"DTP2","Shift","Source","Colombia","WHO schedules database"
"DTP2","Scale","Mid","Colombia","20.01895142"
"DTP2","Scale","Low","Colombia","17.14447404"
"DTP2","Scale","High","Colombia","23.37536952"
"DTP2","Scale","Source","Colombia","2010_DHS6"
"DTP2","Shape","Mid","Colombia","7.087661743"
"DTP2","Shape","Low","Colombia","7.087661743"
"DTP2","Shape","High","Colombia","7.087661743"
"DTP2","Shape","Source","Colombia","2010_DHS6"
"DTP3","Shift","Mid","Colombia","0"
"DTP3","Shift","Low","Colombia","0"
"DTP3","Shift","High","Colombia","0"
"DTP3","Shift","Source","Colombia","WHO schedules database"
"DTP3","Scale","Mid","Colombia","29.54562926"
"DTP3","Scale","Low","Colombia","25.48497104"
"DTP3","Scale","High","Colombia","34.25329411"
"DTP3","Scale","Source","Colombia","2010_DHS6"
"DTP3","Shape","Mid","Colombia","7.430742025"
"DTP3","Shape","Low","Colombia","7.430742025"
"DTP3","Shape","High","Colombia","7.430742025"
"DTP3","Shape","Source","Colombia","2010_DHS6"
"DTP1","Shift","Mid","Comoros","0"
"DTP1","Shift","Low","Comoros","0"
"DTP1","Shift","High","Comoros","0"
"DTP1","Shift","Source","Comoros","WHO schedules database"
"DTP1","Scale","Mid","Comoros","8.363518894"
"DTP1","Scale","Low","Comoros","6.362512075"
"DTP1","Scale","High","Comoros","10.99384134"
"DTP1","Scale","Source","Comoros","2012_DHS6"
"DTP1","Shape","Mid","Comoros","4.017510578"
"DTP1","Shape","Low","Comoros","4.017510578"
"DTP1","Shape","High","Comoros","4.017510578"
"DTP1","Shape","Source","Comoros","2012_DHS6"
"DTP2","Shift","Mid","Comoros","0"
"DTP2","Shift","Low","Comoros","0"
"DTP2","Shift","High","Comoros","0"
"DTP2","Shift","Source","Comoros","WHO schedules database"
"DTP2","Scale","Mid","Comoros","14.5549984"
"DTP2","Scale","Low","Comoros","11.41469307"
"DTP2","Scale","High","Comoros","18.55923563"
"DTP2","Scale","Source","Comoros","2012_DHS6"
"DTP2","Shape","Mid","Comoros","4.520422935"
"DTP2","Shape","Low","Comoros","4.520422935"
"DTP2","Shape","High","Comoros","4.520422935"
"DTP2","Shape","Source","Comoros","2012_DHS6"
"DTP3","Shift","Mid","Comoros","0"
"DTP3","Shift","Low","Comoros","0"
"DTP3","Shift","High","Comoros","0"
"DTP3","Shift","Source","Comoros","WHO schedules database"
"DTP3","Scale","Mid","Comoros","21.34506917"
"DTP3","Scale","Low","Comoros","16.27117595"
"DTP3","Scale","High","Comoros","28.00117086"
"DTP3","Scale","Source","Comoros","2012_DHS6"
"DTP3","Shape","Mid","Comoros","4.047563791"
"DTP3","Shape","Low","Comoros","4.047563791"
"DTP3","Shape","High","Comoros","4.047563791"
"DTP3","Shape","Source","Comoros","2012_DHS6"
"DTP1","Shift","Mid","Congo","0"
"DTP1","Shift","Low","Congo","0"
"DTP1","Shift","High","Congo","0"
"DTP1","Shift","Source","Congo","WHO schedules database"
"DTP1","Scale","Mid","Congo","10.85720348"
"DTP1","Scale","Low","Congo","8.87661462"
"DTP1","Scale","High","Congo","13.27970995"
"DTP1","Scale","Source","Congo","2011_DHS6"
"DTP1","Shape","Mid","Congo","5.454646349"
"DTP1","Shape","Low","Congo","5.454646349"
"DTP1","Shape","High","Congo","5.454646349"
"DTP1","Shape","Source","Congo","2011_DHS6"
"DTP2","Shift","Mid","Congo","0"
"DTP2","Shift","Low","Congo","0"
"DTP2","Shift","High","Congo","0"
"DTP2","Shift","Source","Congo","WHO schedules database"
"DTP2","Scale","Mid","Congo","15.66096687"
"DTP2","Scale","Low","Congo","13.21859631"
"DTP2","Scale","High","Congo","18.55460879"
"DTP2","Scale","Source","Congo","2011_DHS6"
"DTP2","Shape","Mid","Congo","6.479700089"
"DTP2","Shape","Low","Congo","6.479700089"
"DTP2","Shape","High","Congo","6.479700089"
"DTP2","Shape","Source","Congo","2011_DHS6"
"DTP3","Shift","Mid","Congo","0"
"DTP3","Shift","Low","Congo","0"
"DTP3","Shift","High","Congo","0"
"DTP3","Shift","Source","Congo","WHO schedules database"
"DTP3","Scale","Mid","Congo","21.20709991"
"DTP3","Scale","Low","Congo","18.12554903"
"DTP3","Scale","High","Congo","24.81254974"
"DTP3","Scale","Source","Congo","2011_DHS6"
"DTP3","Shape","Mid","Congo","6.996927261"
"DTP3","Shape","Low","Congo","6.996927261"
"DTP3","Shape","High","Congo","6.996927261"
"DTP3","Shape","Source","Congo","2011_DHS6"
"DTP1","Shift","Mid","Cote d'Ivoire","0"
"DTP1","Shift","Low","Cote d'Ivoire","0"
"DTP1","Shift","High","Cote d'Ivoire","0"
"DTP1","Shift","Source","Cote d'Ivoire","WHO schedules database"
"DTP1","Scale","Mid","Cote d'Ivoire","9.180719942"
"DTP1","Scale","Low","Cote d'Ivoire","6.579814339"
"DTP1","Scale","High","Cote d'Ivoire","12.80972597"
"DTP1","Scale","Source","Cote d'Ivoire","2011_DHS6"
"DTP1","Shape","Mid","Cote d'Ivoire","3.298154503"
"DTP1","Shape","Low","Cote d'Ivoire","3.298154503"
"DTP1","Shape","High","Cote d'Ivoire","3.298154503"
"DTP1","Shape","Source","Cote d'Ivoire","2011_DHS6"
"DTP2","Shift","Mid","Cote d'Ivoire","0"
"DTP2","Shift","Low","Cote d'Ivoire","0"
"DTP2","Shift","High","Cote d'Ivoire","0"
"DTP2","Shift","Source","Cote d'Ivoire","WHO schedules database"
"DTP2","Scale","Mid","Cote d'Ivoire","15.8494128"
"DTP2","Scale","Low","Cote d'Ivoire","11.6627578"
"DTP2","Scale","High","Cote d'Ivoire","21.5389782"
"DTP2","Scale","Source","Cote d'Ivoire","2011_DHS6"
"DTP2","Shape","Mid","Cote d'Ivoire","3.58167088"
"DTP2","Shape","Low","Cote d'Ivoire","3.58167088"
"DTP2","Shape","High","Cote d'Ivoire","3.58167088"
"DTP2","Shape","Source","Cote d'Ivoire","2011_DHS6"
"DTP3","Shift","Mid","Cote d'Ivoire","0"
"DTP3","Shift","Low","Cote d'Ivoire","0"
"DTP3","Shift","High","Cote d'Ivoire","0"
"DTP3","Shift","Source","Cote d'Ivoire","WHO schedules database"
"DTP3","Scale","Mid","Cote d'Ivoire","21.42597532"
"DTP3","Scale","Low","Cote d'Ivoire","16.78177737"
"DTP3","Scale","High","Cote d'Ivoire","27.35541107"
"DTP3","Scale","Source","Cote d'Ivoire","2011_DHS6"
"DTP3","Shape","Mid","Cote d'Ivoire","4.496789455"
"DTP3","Shape","Low","Cote d'Ivoire","4.496789455"
"DTP3","Shape","High","Cote d'Ivoire","4.496789455"
"DTP3","Shape","Source","Cote d'Ivoire","2011_DHS6"
"DTP1","Shift","Mid","Cuba","0"
"DTP1","Shift","Low","Cuba","0"
"DTP1","Shift","High","Cuba","0"
"DTP1","Shift","Source","Cuba","WHO schedules database"
"DTP1","Scale","Mid","Cuba","10.4702934"
"DTP1","Scale","Low","Cuba","8.925432068"
"DTP1","Scale","High","Cuba","13.59504236"
"DTP1","Scale","Source","Cuba","2m schedule (n=23)"
"DTP1","Shape","Mid","Cuba","5.757823944"
"DTP1","Shape","Low","Cuba","5.757823944"
"DTP1","Shape","High","Cuba","5.757823944"
"DTP1","Shape","Source","Cuba","2m schedule (n=23)"
"DTP2","Shift","Mid","Cuba","0"
"DTP2","Shift","Low","Cuba","0"
"DTP2","Shift","High","Cuba","0"
"DTP2","Shift","Source","Cuba","WHO schedules database"
"DTP2","Scale","Mid","Cuba","20.06838989"
"DTP2","Scale","Low","Cuba","17.76549891"
"DTP2","Scale","High","Cuba","23.65967542"
"DTP2","Scale","Source","Cuba","4m schedule (n=17)"
"DTP2","Shape","Mid","Cuba","7.156065941"
"DTP2","Shape","Low","Cuba","7.156065941"
"DTP2","Shape","High","Cuba","7.156065941"
"DTP2","Shape","Source","Cuba","4m schedule (n=17)"
"DTP3","Shift","Mid","Cuba","0"
"DTP3","Shift","Low","Cuba","0"
"DTP3","Shift","High","Cuba","0"
"DTP3","Shift","Source","Cuba","WHO schedules database"
"DTP3","Scale","Mid","Cuba","29.54562926"
"DTP3","Scale","Low","Cuba","26.24583081"
"DTP3","Scale","High","Cuba","34.25329411"
"DTP3","Scale","Source","Cuba","6m schedule (n=17)"
"DTP3","Shape","Mid","Cuba","8.138547838"
"DTP3","Shape","Low","Cuba","8.138547838"
"DTP3","Shape","High","Cuba","8.138547838"
"DTP3","Shape","Source","Cuba","6m schedule (n=17)"
"DTP1","Shift","Mid","Congo, the Democratic Republic of the","0"
"DTP1","Shift","Low","Congo, the Democratic Republic of the","0"
"DTP1","Shift","High","Congo, the Democratic Republic of the","0"
"DTP1","Shift","Source","Congo, the Democratic Republic of the","WHO schedules database"
"DTP1","Scale","Mid","Congo, the Democratic Republic of the","8.866523743"
"DTP1","Scale","Low","Congo, the Democratic Republic of the","6.497383547"
"DTP1","Scale","High","Congo, the Democratic Republic of the","12.09952325"
"DTP1","Scale","Source","Congo, the Democratic Republic of the","2013_DHS6"
"DTP1","Shape","Mid","Congo, the Democratic Republic of the","3.533842087"
"DTP1","Shape","Low","Congo, the Democratic Republic of the","3.533842087"
