"country","age","pathogen","disease","scenario","Mid","Low","High"
"Belize","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Benin","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Bhutan","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Bolivia, Plurinational State of","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Bosnia and Herzegovina","0-4","Sp","Sp acute otitis media","Visits",9186,9081,9292
"Burkina Faso","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Burundi","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Cabo Verde","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Cambodia","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Cameroon","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Central African Republic","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Chad","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"China","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Colombia","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Comoros","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Congo","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Cote d'Ivoire","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Cuba","0-4","Sp","Sp acute otitis media","Visits",9186,9081,9292
"Korea, Democratic People's Republic of","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Congo, the Democratic Republic of the","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Djibouti","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Ecuador","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Egypt","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"El Salvador","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Eritrea","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Ethiopia","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Fiji","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Gambia","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Georgia","0-4","Sp","Sp acute otitis media","Visits",9186,9081,9292
"Ghana","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Guatemala","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Guinea","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Guinea-Bissau","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Guyana","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Haiti","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Honduras","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"India","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Indonesia","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Iran, Islamic Republic of","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Iraq","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Jamaica","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Jordan","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Kenya","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Kiribati","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Kosovo","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Kyrgyzstan","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Lao People's Democratic Republic","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Lesotho","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Liberia","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Madagascar","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Malawi","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Mali","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Marshall Islands","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Mauritania","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Micronesia, Federated States of","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Mongolia","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Morocco","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Mozambique","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Myanmar","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Namibia","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Nepal","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Nicaragua","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Niger","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Nigeria","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Pakistan","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Palestine, State of","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Papua New Guinea","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Paraguay","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Peru","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Philippines","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Moldova, Republic of","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Rwanda","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Samoa","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Sao Tome and Principe","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Senegal","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Serbia","0-4","Sp","Sp acute otitis media","Visits",9186,9081,9292
"Sierra Leone","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Solomon Islands","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Somalia","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"South Africa","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"South Sudan","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Sri Lanka","0-4","Sp","Sp acute otitis media","Visits",9186,9081,9292
"Sudan","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Swaziland","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Syrian Arab Republic","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Tajikistan","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Macedonia, the former Yugoslav Republic of","0-4","Sp","Sp acute otitis media","Visits",9186,9081,9292
"Thailand","0-4","Sp","Sp acute otitis media","Visits",9186,9081,9292
"Timor-Leste","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Togo","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Tonga","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Tunisia","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Turkmenistan","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Tuvalu","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Uganda","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Ukraine","0-4","Sp","Sp acute otitis media","Visits",9186,9081,9292
"Tanzania, United Republic of","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Uzbekistan","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Vanuatu","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Venezuela, Bolivarian Republic of","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Viet Nam","0-4","Sp","Sp acute otitis media","Visits",8759,8658,8859
"Yemen","0-4","Sp","Sp acute otitis media","Visits",7673,7585,7761
"Zambia","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Zimbabwe","0-4","Sp","Sp acute otitis media","Visits",5801,5734,5867
"Afghanistan","0-4","Sp","Sp meningitis","Cases",42,18,86
"Albania","0-4","Sp","Sp meningitis","Cases",5,1,19
"Algeria","0-4","Sp","Sp meningitis","Cases",6,2,13
"Angola","0-4","Sp","Sp meningitis","Cases",41,22,76
"Armenia","0-4","Sp","Sp meningitis","Cases",8,3,19
"Azerbaijan","0-4","Sp","Sp meningitis","Cases",5,2,12
"Bangladesh","0-4","Sp","Sp meningitis","Cases",7,2,17
"Belarus","0-4","Sp","Sp meningitis","Cases",2,1,4
"Belize","0-4","Sp","Sp meningitis","Cases",12,5,27
"Benin","0-4","Sp","Sp meningitis","Cases",31,11,70
"Bhutan","0-4","Sp","Sp meningitis","Cases",9,4,17
"Bolivia, Plurinational State of","0-4","Sp","Sp meningitis","Cases",7,2,18
"Bosnia and Herzegovina","0-4","Sp","Sp meningitis","Cases",1,0,2
"Burkina Faso","0-4","Sp","Sp meningitis","Cases",45,24,83
"Burundi","0-4","Sp","Sp meningitis","Cases",61,31,116
"Cabo Verde","0-4","Sp","Sp meningitis","Cases",33,21,45
"Cambodia","0-4","Sp","Sp meningitis","Cases",11,3,26
"Cameroon","0-4","Sp","Sp meningitis","Cases",26,9,59
"Central African Republic","0-4","Sp","Sp meningitis","Cases",50,17,113
"Chad","0-4","Sp","Sp meningitis","Cases",56,21,123
"China","0-4","Sp","Sp meningitis","Cases",11,6,15
"Colombia","0-4","Sp","Sp meningitis","Cases",5,1,15
"Comoros","0-4","Sp","Sp meningitis","Cases",17,5,40
"Congo","0-4","Sp","Sp meningitis","Cases",11,4,24
"Cote d'Ivoire","0-4","Sp","Sp meningitis","Cases",21,8,45
"Cuba","0-4","Sp","Sp meningitis","Cases",9,4,18
"Korea, Democratic People's Republic of","0-4","Sp","Sp meningitis","Cases",13,3,32
"Congo, the Democratic Republic of the","0-4","Sp","Sp meningitis","Cases",44,17,95
"Djibouti","0-4","Sp","Sp meningitis","Cases",50,25,75
"Ecuador","0-4","Sp","Sp meningitis","Cases",45,22,70
"Egypt","0-4","Sp","Sp meningitis","Cases",4,1,9
"El Salvador","0-4","Sp","Sp meningitis","Cases",9,3,23
"Eritrea","0-4","Sp","Sp meningitis","Cases",20,7,45
"Ethiopia","0-4","Sp","Sp meningitis","Cases",18,5,42
"Fiji","0-4","Sp","Sp meningitis","Cases",46,20,81
"Gambia","0-4","Sp","Sp meningitis","Cases",37,16,73
"Georgia","0-4","Sp","Sp meningitis","Cases",2,0,7
"Ghana","0-4","Sp","Sp meningitis","Cases",16,6,34
"Guatemala","0-4","Sp","Sp meningitis","Cases",8,2,25
"Guinea","0-4","Sp","Sp meningitis","Cases",31,11,68
"Guinea-Bissau","0-4","Sp","Sp meningitis","Cases",30,10,67
"Guyana","0-4","Sp","Sp meningitis","Cases",24,10,50
"Haiti","0-4","Sp","Sp meningitis","Cases",20,5,57
"Honduras","0-4","Sp","Sp meningitis","Cases",5,1,17
"India","0-4","Sp","Sp meningitis","Cases",18,8,35
"Indonesia","0-4","Sp","Sp meningitis","Cases",10,4,24
"Iran, Islamic Republic of","0-4","Sp","Sp meningitis","Cases",4,1,9
"Iraq","0-4","Sp","Sp meningitis","Cases",6,2,13
"Jamaica","0-4","Sp","Sp meningitis","Cases",4,1,10
"Jordan","0-4","Sp","Sp meningitis","Cases",4,2,10
"Kenya","0-4","Sp","Sp meningitis","Cases",18,8,37
"Kiribati","0-4","Sp","Sp meningitis","Cases",16,6,41
"Kosovo","0-4","Sp","Sp meningitis","Cases",5,1,19
"Kyrgyzstan","0-4","Sp","Sp meningitis","Cases",7,2,18
"Lao People's Democratic Republic","0-4","Sp","Sp meningitis","Cases",20,7,45
"Lesotho","0-4","Sp","Sp meningitis","Cases",35,16,69
"Liberia","0-4","Sp","Sp meningitis","Cases",34,11,74
"Madagascar","0-4","Sp","Sp meningitis","Cases",20,7,45
"Malawi","0-4","Sp","Sp meningitis","Cases",40,17,80
"Mali","0-4","Sp","Sp meningitis","Cases",37,15,80
"Marshall Islands","0-4","Sp","Sp meningitis","Cases",5,2,16
"Mauritania","0-4","Sp","Sp meningitis","Cases",25,10,54
"Micronesia, Federated States of","0-4","Sp","Sp meningitis","Cases",5,2,16
"Mongolia","0-4","Sp","Sp meningitis","Cases",31,19,44
"Morocco","0-4","Sp","Sp meningitis","Cases",8,3,19
"Mozambique","0-4","Sp","Sp meningitis","Cases",27,10,61
"Myanmar","0-4","Sp","Sp meningitis","Cases",18,8,36
"Namibia","0-4","Sp","Sp meningitis","Cases",15,7,30
"Nepal","0-4","Sp","Sp meningitis","Cases",8,3,18
"Nicaragua","0-4","Sp","Sp meningitis","Cases",9,2,26
"Niger","0-4","Sp","Sp meningitis","Cases",59,25,120
"Nigeria","0-4","Sp","Sp meningitis","Cases",25,9,55
"Pakistan","0-4","Sp","Sp meningitis","Cases",21,9,43
"Palestine, State of","0-4","Sp","Sp meningitis","Cases",4,2,5
"Papua New Guinea","0-4","Sp","Sp meningitis","Cases",12,4,37
"Paraguay","0-4","Sp","Sp meningitis","Cases",30,15,47
"Peru","0-4","Sp","Sp meningitis","Cases",6,1,19
"Philippines","0-4","Sp","Sp meningitis","Cases",9,3,23
"Moldova, Republic of","0-4","Sp","Sp meningitis","Cases",4,2,13
"Rwanda","0-4","Sp","Sp meningitis","Cases",16,6,35
"Samoa","0-4","Sp","Sp meningitis","Cases",16,7,28
"Sao Tome and Principe","0-4","Sp","Sp meningitis","Cases",26,12,48
"Senegal","0-4","Sp","Sp meningitis","Cases",16,5,37
"Serbia","0-4","Sp","Sp meningitis","Cases",1,0,3
"Sierra Leone","0-4","Sp","Sp meningitis","Cases",63,31,118
"Solomon Islands","0-4","Sp","Sp meningitis","Cases",7,2,31
"Somalia","0-4","Sp","Sp meningitis","Cases",58,19,136
"South Africa","0-4","Sp","Sp meningitis","Cases",13,6,25
"South Sudan","0-4","Sp","Sp meningitis","Cases",32,13,68
"Sri Lanka","0-4","Sp","Sp meningitis","Cases",2,1,5
"Sudan","0-4","Sp","Sp meningitis","Cases",25,8,54
"Swaziland","0-4","Sp","Sp meningitis","Cases",22,9,45
"Syrian Arab Republic","0-4","Sp","Sp meningitis","Cases",4,2,5
"Tajikistan","0-4","Sp","Sp meningitis","Cases",19,7,41
"Macedonia, the former Yugoslav Republic of","0-4","Sp","Sp meningitis","Cases",6,3,13
"Thailand","0-4","Sp","Sp meningitis","Cases",3,1,6
"Timor-Leste","0-4","Sp","Sp meningitis","Cases",23,10,47
"Togo","0-4","Sp","Sp meningitis","Cases",30,12,64
"Tonga","0-4","Sp","Sp meningitis","Cases",24,11,42
"Tunisia","0-4","Sp","Sp meningitis","Cases",2,0,4
"Turkmenistan","0-4","Sp","Sp meningitis","Cases",12,4,27
"Tuvalu","0-4","Sp","Sp meningitis","Cases",24,11,42
"Uganda","0-4","Sp","Sp meningitis","Cases",39,20,71
"Ukraine","0-4","Sp","Sp meningitis","Cases",3,1,7
"Tanzania, United Republic of","0-4","Sp","Sp meningitis","Cases",30,14,57
"Uzbekistan","0-4","Sp","Sp meningitis","Cases",13,5,25
"Vanuatu","0-4","Sp","Sp meningitis","Cases",7,2,29
"Venezuela, Bolivarian Republic of","0-4","Sp","Sp meningitis","Cases",5,1,15
"Viet Nam","0-4","Sp","Sp meningitis","Cases",12,5,27
"Yemen","0-4","Sp","Sp meningitis","Cases",9,2,21
"Zambia","0-4","Sp","Sp meningitis","Cases",29,13,58
"Zimbabwe","0-4","Sp","Sp meningitis","Cases",33,13,69
"Afghanistan","0-4","Sp","Sp meningitis","Deaths",22,9,45
"Albania","0-4","Sp","Sp meningitis","Deaths",2,0,7
"Algeria","0-4","Sp","Sp meningitis","Deaths",2,1,5
"Angola","0-4","Sp","Sp meningitis","Deaths",30,16,56
"Armenia","0-4","Sp","Sp meningitis","Deaths",3,1,6
"Azerbaijan","0-4","Sp","Sp meningitis","Deaths",3,1,7
"Bangladesh","0-4","Sp","Sp meningitis","Deaths",5,1,11
"Belarus","0-4","Sp","Sp meningitis","Deaths",0,0,1
"Belize","0-4","Sp","Sp meningitis","Deaths",3,1,6
"Benin","0-4","Sp","Sp meningitis","Deaths",22,8,50
"Bhutan","0-4","Sp","Sp meningitis","Deaths",3,2,7
"Bolivia, Plurinational State of","0-4","Sp","Sp meningitis","Deaths",4,1,10
"Bosnia and Herzegovina","0-4","Sp","Sp meningitis","Deaths",0,0,0
"Burkina Faso","0-4","Sp","Sp meningitis","Deaths",21,11,38
"Burundi","0-4","Sp","Sp meningitis","Deaths",30,15,57
"Cabo Verde","0-4","Sp","Sp meningitis","Deaths",4,3,6
"Cambodia","0-4","Sp","Sp meningitis","Deaths",4,1,11
"Cameroon","0-4","Sp","Sp meningitis","Deaths",19,7,43
"Central African Republic","0-4","Sp","Sp meningitis","Deaths",36,13,82
"Chad","0-4","Sp","Sp meningitis","Deaths",38,14,85
"China","0-4","Sp","Sp meningitis","Deaths",1,1,2
"Colombia","0-4","Sp","Sp meningitis","Deaths",2,0,6
"Comoros","0-4","Sp","Sp meningitis","Deaths",12,4,27
"Congo","0-4","Sp","Sp meningitis","Deaths",6,2,13
"Cote d'Ivoire","0-4","Sp","Sp meningitis","Deaths",14,5,30
"Cuba","0-4","Sp","Sp meningitis","Deaths",2,1,3
"Korea, Democratic People's Republic of","0-4","Sp","Sp meningitis","Deaths",5,1,12
"Congo, the Democratic Republic of the","0-4","Sp","Sp meningitis","Deaths",28,11,62
"Djibouti","0-4","Sp","Sp meningitis","Deaths",12,6,18
"Ecuador","0-4","Sp","Sp meningitis","Deaths",6,3,9
"Egypt","0-4","Sp","Sp meningitis","Deaths",1,0,3
"El Salvador","0-4","Sp","Sp meningitis","Deaths",2,1,7
"Eritrea","0-4","Sp","Sp meningitis","Deaths",12,4,27
"Ethiopia","0-4","Sp","Sp meningitis","Deaths",13,4,29
"Fiji","0-4","Sp","Sp meningitis","Deaths",6,3,10
"Gambia","0-4","Sp","Sp meningitis","Deaths",16,7,33
"Georgia","0-4","Sp","Sp meningitis","Deaths",2,0,5
"Ghana","0-4","Sp","Sp meningitis","Deaths",9,3,19
"Guatemala","0-4","Sp","Sp meningitis","Deaths",3,1,10
"Guinea","0-4","Sp","Sp meningitis","Deaths",21,8,46
"Guinea-Bissau","0-4","Sp","Sp meningitis","Deaths",21,7,46
"Guyana","0-4","Sp","Sp meningitis","Deaths",8,4,17
"Haiti","0-4","Sp","Sp meningitis","Deaths",13,3,37
"Honduras","0-4","Sp","Sp meningitis","Deaths",2,0,7
"India","0-4","Sp","Sp meningitis","Deaths",7,3,13
"Indonesia","0-4","Sp","Sp meningitis","Deaths",3,1,8
"Iran, Islamic Republic of","0-4","Sp","Sp meningitis","Deaths",1,0,3
"Iraq","0-4","Sp","Sp meningitis","Deaths",3,1,6
"Jamaica","0-4","Sp","Sp meningitis","Deaths",1,0,2
"Jordan","0-4","Sp","Sp meningitis","Deaths",1,0,3
"Kenya","0-4","Sp","Sp meningitis","Deaths",9,4,17
"Kiribati","0-4","Sp","Sp meningitis","Deaths",6,2,15
"Kosovo","0-4","Sp","Sp meningitis","Deaths",2,0,7
"Kyrgyzstan","0-4","Sp","Sp meningitis","Deaths",3,1,8
"Lao People's Democratic Republic","0-4","Sp","Sp meningitis","Deaths",11,4,24
"Lesotho","0-4","Sp","Sp meningitis","Deaths",18,8,35
"Liberia","0-4","Sp","Sp meningitis","Deaths",20,7,43
"Madagascar","0-4","Sp","Sp meningitis","Deaths",13,4,28
"Malawi","0-4","Sp","Sp meningitis","Deaths",18,8,36
"Mali","0-4","Sp","Sp meningitis","Deaths",23,9,50
"Marshall Islands","0-4","Sp","Sp meningitis","Deaths",2,1,8
"Mauritania","0-4","Sp","Sp meningitis","Deaths",16,6,34
"Micronesia, Federated States of","0-4","Sp","Sp meningitis","Deaths",2,1,8
"Mongolia","0-4","Sp","Sp meningitis","Deaths",4,3,6
"Morocco","0-4","Sp","Sp meningitis","Deaths",3,1,7
"Mozambique","0-4","Sp","Sp meningitis","Deaths",19,7,42
"Myanmar","0-4","Sp","Sp meningitis","Deaths",8,3,15
"Namibia","0-4","Sp","Sp meningitis","Deaths",7,3,13
"Nepal","0-4","Sp","Sp meningitis","Deaths",4,1,10
"Nicaragua","0-4","Sp","Sp meningitis","Deaths",3,1,10
"Niger","0-4","Sp","Sp meningitis","Deaths",33,14,68
"Nigeria","0-4","Sp","Sp meningitis","Deaths",17,6,39
"Pakistan","0-4","Sp","Sp meningitis","Deaths",11,5,22
"Palestine, State of","0-4","Sp","Sp meningitis","Deaths",1,0,1
"Papua New Guinea","0-4","Sp","Sp meningitis","Deaths",5,2,17
"Paraguay","0-4","Sp","Sp meningitis","Deaths",4,2,6
"Peru","0-4","Sp","Sp meningitis","Deaths",3,1,8
"Philippines","0-4","Sp","Sp meningitis","Deaths",4,1,9
"Moldova, Republic of","0-4","Sp","Sp meningitis","Deaths",1,0,3
"Rwanda","0-4","Sp","Sp meningitis","Deaths",9,3,19
"Samoa","0-4","Sp","Sp meningitis","Deaths",2,1,4
"Sao Tome and Principe","0-4","Sp","Sp meningitis","Deaths",10,5,19
"Senegal","0-4","Sp","Sp meningitis","Deaths",10,3,22
"Serbia","0-4","Sp","Sp meningitis","Deaths",0,0,1
"Sierra Leone","0-4","Sp","Sp meningitis","Deaths",29,14,55
"Solomon Islands","0-4","Sp","Sp meningitis","Deaths",2,1,10
"Somalia","0-4","Sp","Sp meningitis","Deaths",47,15,110
"South Africa","0-4","Sp","Sp meningitis","Deaths",5,2,10
"South Sudan","0-4","Sp","Sp meningitis","Deaths",19,8,40
"Sri Lanka","0-4","Sp","Sp meningitis","Deaths",1,0,2
"Sudan","0-4","Sp","Sp meningitis","Deaths",14,5,32
"Swaziland","0-4","Sp","Sp meningitis","Deaths",10,4,21
"Syrian Arab Republic","0-4","Sp","Sp meningitis","Deaths",1,0,1
"Tajikistan","0-4","Sp","Sp meningitis","Deaths",9,4,20
"Macedonia, the former Yugoslav Republic of","0-4","Sp","Sp meningitis","Deaths",1,0,2
"Thailand","0-4","Sp","Sp meningitis","Deaths",1,0,2
"Timor-Leste","0-4","Sp","Sp meningitis","Deaths",10,4,19
"Togo","0-4","Sp","Sp meningitis","Deaths",18,7,39
"Tonga","0-4","Sp","Sp meningitis","Deaths",3,1,5
"Tunisia","0-4","Sp","Sp meningitis","Deaths",1,0,2
"Turkmenistan","0-4","Sp","Sp meningitis","Deaths",6,2,14
"Tuvalu","0-4","Sp","Sp meningitis","Deaths",3,1,5
"Uganda","0-4","Sp","Sp meningitis","Deaths",14,7,26
"Ukraine","0-4","Sp","Sp meningitis","Deaths",0,0,1
"Tanzania, United Republic of","0-4","Sp","Sp meningitis","Deaths",12,6,24
"Uzbekistan","0-4","Sp","Sp meningitis","Deaths",5,2,11
"Vanuatu","0-4","Sp","Sp meningitis","Deaths",2,1,10
"Venezuela, Bolivarian Republic of","0-4","Sp","Sp meningitis","Deaths",2,0,5
"Viet Nam","0-4","Sp","Sp meningitis","Deaths",3,1,7
"Yemen","0-4","Sp","Sp meningitis","Deaths",6,2,14
"Zambia","0-4","Sp","Sp meningitis","Deaths",13,6,25
"Zimbabwe","0-4","Sp","Sp meningitis","Deaths",17,7,36
"Afghanistan","0-4","Sp","Sp meningitis","Hosps",21,9,43
"Albania","0-4","Sp","Sp meningitis","Hosps",3,1,14
"Algeria","0-4","Sp","Sp meningitis","Hosps",4,1,9
"Angola","0-4","Sp","Sp meningitis","Hosps",20,11,38
"Armenia","0-4","Sp","Sp meningitis","Hosps",6,2,15
"Azerbaijan","0-4","Sp","Sp meningitis","Hosps",3,1,8
"Bangladesh","0-4","Sp","Sp meningitis","Hosps",5,1,11
"Belarus","0-4","Sp","Sp meningitis","Hosps",2,1,4
"Belize","0-4","Sp","Sp meningitis","Hosps",9,4,20
"Benin","0-4","Sp","Sp meningitis","Hosps",16,6,35
"Bhutan","0-4","Sp","Sp meningitis","Hosps",6,3,11
"Bolivia, Plurinational State of","0-4","Sp","Sp meningitis","Hosps",3,1,9
"Bosnia and Herzegovina","0-4","Sp","Sp meningitis","Hosps",0,0,1
"Burkina Faso","0-4","Sp","Sp meningitis","Hosps",23,12,42
"Burundi","0-4","Sp","Sp meningitis","Hosps",31,15,58
"Cabo Verde","0-4","Sp","Sp meningitis","Hosps",25,16,34
"Cambodia","0-4","Sp","Sp meningitis","Hosps",7,2,17
"Cameroon","0-4","Sp","Sp meningitis","Hosps",13,4,30
"Central African Republic","0-4","Sp","Sp meningitis","Hosps",25,9,56
"Chad","0-4","Sp","Sp meningitis","Hosps",28,11,62
"China","0-4","Sp","Sp meningitis","Hosps",8,5,11
"Colombia","0-4","Sp","Sp meningitis","Hosps",4,1,11
"Comoros","0-4","Sp","Sp meningitis","Hosps",9,3,20
"Congo","0-4","Sp","Sp meningitis","Hosps",6,2,12
"Cote d'Ivoire","0-4","Sp","Sp meningitis","Hosps",10,4,23
"Cuba","0-4","Sp","Sp meningitis","Hosps",7,3,14
"Korea, Democratic People's Republic of","0-4","Sp","Sp meningitis","Hosps",10,3,24
"Congo, the Democratic Republic of the","0-4","Sp","Sp meningitis","Hosps",22,9,48
"Djibouti","0-4","Sp","Sp meningitis","Hosps",25,13,38
"Ecuador","0-4","Sp","Sp meningitis","Hosps",34,17,53
"Egypt","0-4","Sp","Sp meningitis","Hosps",3,1,7
"El Salvador","0-4","Sp","Sp meningitis","Hosps",6,2,18
"Eritrea","0-4","Sp","Sp meningitis","Hosps",13,4,30
"Ethiopia","0-4","Sp","Sp meningitis","Hosps",9,3,21
"Fiji","0-4","Sp","Sp meningitis","Hosps",35,16,61
"Gambia","0-4","Sp","Sp meningitis","Hosps",18,8,37
"Georgia","0-4","Sp","Sp meningitis","Hosps",2,0,5
"Ghana","0-4","Sp","Sp meningitis","Hosps",8,3,17
"Guatemala","0-4","Sp","Sp meningitis","Hosps",6,1,16
"Guinea","0-4","Sp","Sp meningitis","Hosps",15,6,34
"Guinea-Bissau","0-4","Sp","Sp meningitis","Hosps",15,5,34
"Guyana","0-4","Sp","Sp meningitis","Hosps",16,7,33
"Haiti","0-4","Sp","Sp meningitis","Hosps",10,2,29
"Honduras","0-4","Sp","Sp meningitis","Hosps",4,1,11
"India","0-4","Sp","Sp meningitis","Hosps",12,5,23
"Indonesia","0-4","Sp","Sp meningitis","Hosps",7,2,16
"Iran, Islamic Republic of","0-4","Sp","Sp meningitis","Hosps",3,1,6
"Iraq","0-4","Sp","Sp meningitis","Hosps",4,2,8
"Jamaica","0-4","Sp","Sp meningitis","Hosps",3,1,7
"Jordan","0-4","Sp","Sp meningitis","Hosps",3,1,7
"Kenya","0-4","Sp","Sp meningitis","Hosps",12,5,25
"Kiribati","0-4","Sp","Sp meningitis","Hosps",10,4,27
"Kosovo","0-4","Sp","Sp meningitis","Hosps",3,1,14
"Kyrgyzstan","0-4","Sp","Sp meningitis","Hosps",5,1,14
"Lao People's Democratic Republic","0-4","Sp","Sp meningitis","Hosps",14,5,30
"Lesotho","0-4","Sp","Sp meningitis","Hosps",17,8,34
"Liberia","0-4","Sp","Sp meningitis","Hosps",17,6,37
"Madagascar","0-4","Sp","Sp meningitis","Hosps",13,4,30
"Malawi","0-4","Sp","Sp meningitis","Hosps",20,9,40
"Mali","0-4","Sp","Sp meningitis","Hosps",19,8,40
"Marshall Islands","0-4","Sp","Sp meningitis","Hosps",3,1,11
"Mauritania","0-4","Sp","Sp meningitis","Hosps",13,5,27
"Micronesia, Federated States of","0-4","Sp","Sp meningitis","Hosps",3,1,11
"Mongolia","0-4","Sp","Sp meningitis","Hosps",24,14,33
"Morocco","0-4","Sp","Sp meningitis","Hosps",5,2,13
